69
134	486	386
59	486	386
472	255	1214
169	255	1214
59	255	71
20	255	71
59	70	1212
20	70	1212
472	70	482
169	70	482
59	70	777
20	70	777
36	291	700
59	291	700
488	291	700
180	471	1178
242	471	1178
300	323	810
420	323	810
222	231	226
472	231	226
274	189	1311
418	189	1311
36	60	31
59	60	31
20	60	31
476	60	31
488	60	31
420	282	1420
300	282	1420
420	240	1370
300	240	1370
222	240	1358
472	240	1358
169	240	1358
358	240	1358
316	240	1358
140	240	1358
319	240	1358
197	240	1358
455	240	1358
232	240	1358
36	240	375
59	240	375
20	240	375
476	240	375
488	240	375
59	313	1297
20	313	1297
300	408	302
420	408	302
222	415	837
472	415	837
169	415	837
358	415	837
316	415	837
36	106	1402
59	106	1402
20	106	1402
476	106	1402
488	106	1402
260	106	1402
134	106	1402
171	106	1402
350	106	1402
175	106	1402
36	447	1023
59	447	1023
20	447	1023
