3987
59	335	136
20	335	474
472	335	80
169	335	80
180	335	470
59	335	434
20	335	434
36	287	984
59	287	984
20	287	984
476	287	984
488	287	984
260	287	984
134	287	984
171	287	984
350	287	984
175	287	984
222	287	1072
472	287	1068
169	287	426
358	287	1095
316	287	156
140	287	245
319	287	1450
197	287	770
455	287	1001
232	287	645
420	287	906
300	287	906
196	287	758
14	287	1255
420	287	980
300	287	1025
59	28	177
420	28	458
36	207	425
59	207	305
260	207	767
134	207	595
373	207	783
342	207	783
420	207	900
300	207	1041
420	207	1288
300	207	1288
22	207	1173
300	211	1418
36	211	144
59	211	144
20	211	144
476	211	144
488	211	144
300	211	270
36	322	1397
488	322	1397
300	322	132
300	322	370
420	477	436
36	477	781
59	477	781
20	477	781
476	477	781
488	477	781
180	477	22
300	477	506
420	378	436
36	378	617
59	378	1242
20	378	1100
476	378	94
488	378	1313
203	378	504
164	378	504
363	378	504
397	378	504
239	378	504
420	161	436
300	161	436
242	161	587
180	161	587
420	161	26
300	161	26
420	39	1254
300	39	1254
420	39	680
300	39	184
36	41	940
59	41	118
20	41	134
342	41	783
300	41	1447
59	41	636
20	41	636
134	38	984
171	38	984
59	38	984
20	38	984
319	38	1450
197	38	528
472	38	1068
169	38	426
420	38	649
300	38	1337
260	272	562
134	272	1444
36	272	355
59	272	950
262	272	1074
375	272	1074
420	272	989
300	272	131
59	272	752
36	466	196
59	466	196
20	466	196
476	466	196
488	466	196
260	466	196
134	466	196
171	466	196
350	466	196
175	466	196
59	466	603
20	466	1259
476	466	1453
488	466	1332
134	466	25
171	466	1334
350	466	1163
175	466	1304
420	466	1331
300	466	1331
420	466	162
300	466	162
242	466	1280
180	466	1280
420	466	313
300	466	1284
59	138	1318
59	138	1139
134	138	398
59	78	326
400	78	955
134	498	1397
319	498	80
300	498	707
300	498	993
59	500	1397
472	500	1208
472	500	456
22	500	1211
420	208	436
300	208	436
242	208	587
180	208	219
420	208	1058
300	208	1058
59	410	769
420	501	1078
300	501	1078
242	501	587
180	501	587
420	501	1364
300	501	1364
420	501	215
300	501	215
260	501	676
134	501	676
36	501	676
59	501	676
140	501	863
319	501	408
222	501	1159
472	501	59
262	501	684
375	501	684
420	501	899
300	501	1190
420	279	436
300	279	568
180	279	470
300	279	556
300	279	907
59	279	15
20	279	15
476	279	15
488	279	15
36	279	812
59	81	984
20	81	984
134	81	984
171	81	984
472	81	1068
169	81	426
319	81	1450
197	81	528
300	81	1447
420	81	1134
36	81	636
59	81	636
472	81	514
14	81	298
342	81	1358
36	454	425
59	454	305
260	454	767
134	454	595
373	454	783
342	454	783
420	454	900
300	454	1041
420	454	795
300	454	795
22	454	748
36	347	1011
59	347	1011
375	347	587
300	347	78
36	347	676
59	347	676
20	347	676
476	347	676
488	347	676
180	347	638
36	229	1157
59	229	1027
300	229	318
59	229	806
274	229	1010
418	229	1010
59	186	173
375	186	1074
300	186	327
36	340	940
59	340	118
20	340	134
342	340	783
300	340	1447
59	340	636
20	340	636
300	64	625
180	64	783
300	64	77
300	64	216
22	64	1174
420	490	1026
59	490	618
20	490	618
164	490	723
363	490	571
59	393	1397
134	393	1397
472	393	80
319	393	80
472	393	865
319	393	1264
59	67	1397
134	67	1397
472	67	321
319	67	1281
300	67	718
420	67	718
36	491	404
59	491	404
20	491	404
476	491	404
488	491	404
260	491	1388
134	491	1388
171	491	1388
350	491	1388
175	491	1388
262	491	1074
375	491	1074
420	491	49
300	491	564
36	79	1224
59	79	1224
342	79	783
473	79	252
400	79	357
22	79	1213
300	480	173
180	480	783
59	480	120
20	480	120
476	480	120
488	480	120
59	480	277
20	480	1354
59	480	755
20	480	755
59	365	436
222	365	207
300	365	370
36	304	1397
488	304	1397
222	304	80
316	304	80
300	304	1044
36	390	1175
59	390	779
20	390	678
476	390	641
488	390	1112
300	390	240
488	390	448
488	390	411
420	444	1418
36	444	679
59	444	679
206	444	1088
503	444	1088
59	444	878
420	444	1170
300	444	1170
420	444	523
300	444	523
260	444	1328
36	444	1328
420	130	173
300	130	173
36	130	781
59	130	781
20	130	781
476	130	781
488	130	781
260	130	781
134	130	781
171	130	781
350	130	781
175	130	781
242	130	573
180	130	675
420	130	1312
300	130	178
420	130	980
300	130	980
36	130	422
59	130	422
20	130	422
476	130	422
488	130	422
260	130	422
134	130	422
171	130	422
350	130	422
175	130	422
242	130	213
180	130	213
420	130	251
300	130	251
59	130	1037
20	130	1037
476	130	1037
488	130	1037
134	130	1037
171	130	1037
350	130	1037
175	130	1037
420	166	1026
262	166	587
36	166	448
488	166	448
206	166	164
121	166	164
300	166	1085
14	166	669
36	461	984
59	461	984
20	461	984
476	461	984
488	461	984
180	461	1074
300	461	747
22	461	96
420	107	173
300	107	173
242	107	16
180	107	1406
420	107	149
300	107	1075
36	102	1397
300	102	378
300	102	27
180	102	986
300	102	1293
134	63	1397
319	63	80
300	63	707
300	63	993
260	132	1011
134	132	1011
262	132	587
59	132	448
300	132	836
36	482	1175
59	482	779
20	482	678
476	482	641
488	482	1353
222	482	590
472	482	590
169	482	590
358	482	590
316	482	590
300	482	806
222	482	916
472	482	916
169	482	916
358	482	916
316	482	916
134	302	501
171	302	1355
59	302	941
134	302	398
59	302	1139
134	303	436
171	303	436
134	303	773
171	303	239
59	303	577
300	251	142
59	251	1249
20	251	354
476	251	730
488	251	951
180	251	861
22	251	96
420	181	436
300	181	436
242	181	219
180	181	219
300	181	1130
300	181	178
420	181	178
36	370	943
59	370	473
20	370	1215
476	370	311
488	370	105
222	370	587
472	370	587
169	370	587
358	370	587
316	370	587
300	370	768
134	27	436
59	27	436
373	27	783
342	27	783
420	27	908
300	27	908
300	399	173
180	399	1074
300	399	447
134	212	1397
59	212	1397
319	212	80
472	212	80
319	212	1391
472	212	919
420	212	178
300	212	1312
171	198	436
350	198	436
175	198	436
59	198	679
300	198	784
260	198	676
134	198	676
36	198	676
59	198	676
140	198	863
319	198	408
222	198	1159
472	198	59
262	198	684
375	198	684
36	381	1397
59	381	1397
488	381	1397
300	381	700
59	381	448
472	381	9
420	125	1418
300	125	1418
242	125	16
180	125	1406
420	125	589
300	125	589
59	391	1397
20	391	1397
59	391	591
20	391	591
420	391	990
300	391	3
36	184	1169
59	184	379
7	184	167
476	184	1271
488	184	1285
375	184	928
7	184	1402
420	160	436
300	160	296
36	160	448
36	160	278
59	160	845
260	160	1071
134	160	937
262	160	356
375	160	356
175	440	1397
59	440	679
59	440	1102
260	354	106
134	354	690
262	354	587
59	354	627
20	354	627
472	354	32
169	354	32
300	354	1260
420	392	142
36	392	781
59	392	781
20	392	781
476	392	781
488	392	781
342	392	1437
300	392	623
36	392	597
488	392	597
342	392	1004
300	392	218
300	392	520
420	325	1078
300	325	1078
242	325	587
180	325	587
420	325	1296
300	325	1296
22	325	1174
300	459	173
180	459	783
300	459	77
300	459	1099
300	51	527
300	51	481
59	128	173
300	128	1290
260	200	952
134	200	1152
171	200	1083
350	200	293
175	200	780
262	200	587
36	200	1209
59	200	260
20	200	1387
476	200	465
488	200	1192
222	200	32
472	200	32
169	200	32
358	200	32
316	200	32
300	200	638
420	200	648
300	200	648
420	200	866
300	200	1272
260	112	1224
134	112	1224
171	112	1224
350	112	1224
175	112	1224
36	112	1224
59	112	1224
20	112	1224
476	112	1224
488	112	1224
242	112	219
180	112	219
420	112	330
300	112	330
260	112	509
134	112	719
171	112	1221
350	112	1150
175	112	872
36	112	1096
59	112	1456
20	112	560
476	112	242
488	112	685
420	112	314
300	112	851
36	112	1077
59	112	1077
20	112	1077
59	112	1342
20	112	1342
59	112	244
20	112	297
222	112	1098
420	263	436
59	263	1249
20	263	867
472	263	470
169	263	470
300	263	181
300	263	291
420	305	1078
300	305	1078
242	305	587
180	305	587
420	305	806
300	305	806
300	425	436
180	425	587
300	425	26
420	253	1254
300	253	1254
420	253	680
300	253	184
420	253	999
300	253	999
242	253	819
180	253	556
420	253	1148
420	253	555
420	24	436
242	24	219
36	24	448
300	24	457
260	24	223
134	24	122
171	24	1069
350	24	734
175	24	1176
140	24	497
319	24	497
197	24	497
455	24	497
232	24	497
36	24	809
59	24	809
20	24	809
476	24	809
488	24	809
180	24	64
420	24	1459
260	24	197
134	24	197
171	24	197
350	24	197
175	24	197
242	24	1409
300	24	1091
36	24	146
59	24	344
20	24	632
476	24	578
488	24	10
222	24	1030
472	24	1030
169	24	1030
358	24	1030
316	24	1030
134	235	1161
171	235	182
59	235	307
20	235	1372
420	82	436
242	82	219
300	82	694
420	82	1184
300	82	1184
175	82	886
488	82	651
300	82	453
260	5	1056
134	5	87
36	5	1031
59	5	1416
262	5	1074
375	5	1074
420	5	1269
300	5	1269
420	438	1026
300	438	1026
247	438	390
483	438	551
420	438	175
300	438	724
300	485	91
420	485	458
59	485	629
20	485	629
164	485	571
363	485	1246
59	250	1397
20	250	1397
59	250	1405
20	250	1405
36	292	1397
59	292	1397
472	292	80
14	292	490
342	292	32
300	426	173
180	426	783
300	426	1248
300	426	681
300	32	485
420	32	568
420	32	1411
300	32	2
36	32	272
59	32	272
20	32	272
476	32	272
488	32	272
342	32	737
300	32	477
420	111	1078
36	111	679
488	111	679
316	111	1088
300	111	558
300	43	1322
300	43	1166
300	43	269
300	43	1032
420	43	1115
260	309	984
134	309	984
171	309	984
350	309	984
175	309	984
262	309	587
59	309	1097
20	309	1097
59	309	521
20	309	939
342	309	176
300	309	1323
420	309	405
420	309	1326
260	424	81
175	424	924
36	424	1027
488	424	813
300	424	778
420	424	371
36	146	813
488	146	1027
222	146	587
316	146	587
36	146	1045
59	146	954
260	146	1111
134	146	1385
373	146	176
342	146	176
420	146	483
300	146	1079
36	246	788
59	246	570
20	246	1403
476	246	79
488	246	689
260	246	310
134	246	1202
171	246	1200
350	246	1258
175	246	957
373	246	783
342	246	783
420	246	157
300	246	157
260	246	35
134	246	35
262	246	356
375	246	356
59	246	1077
59	246	237
36	261	196
59	261	196
20	261	196
476	261	196
488	261	196
260	261	196
134	261	196
171	261	196
350	261	196
175	261	196
222	261	8
472	261	116
169	261	796
358	261	44
316	261	735
140	261	1128
319	261	1317
197	261	1377
455	261	1052
232	261	33
420	261	526
300	261	187
36	341	1352
59	341	1393
300	341	1226
420	341	990
300	341	3
36	464	775
472	464	80
300	464	829
36	481	1175
59	481	779
20	481	678
476	481	641
488	481	1112
300	481	240
488	481	448
488	481	411
420	443	1078
300	443	1078
242	443	587
180	443	587
420	443	1296
300	443	1296
22	443	1174
420	429	173
300	429	173
36	429	144
59	429	144
20	429	144
476	429	144
488	429	144
260	429	144
134	429	144
171	429	144
350	429	144
175	429	144
420	429	39
300	429	443
420	429	558
300	429	13
59	1	1397
20	1	1397
59	1	1405
20	1	1405
420	396	436
242	396	587
59	396	657
20	396	30
472	396	916
169	396	916
300	396	1323
20	113	436
476	113	436
488	113	436
169	113	1338
358	113	1338
316	113	1338
300	113	1134
36	113	636
420	360	1078
300	360	1078
242	360	587
180	360	587
420	360	121
300	360	280
420	360	1164
300	360	468
420	360	722
242	360	684
300	360	480
300	360	798
300	95	1384
300	95	1410
180	95	482
300	95	125
300	108	173
180	108	783
59	108	442
20	108	442
476	108	442
488	108	442
22	108	12
420	238	716
300	238	1344
242	238	783
180	238	783
36	238	1209
59	238	260
20	238	1387
476	238	465
488	238	395
